age,workclass,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income,region
31,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K,United States
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
34,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,United States
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
51,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,United States
33,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,United States
40,Private,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,United States
46,Self-emp-inc,14,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,United States
54,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
39,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,>50K,United States
54,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
31,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,>50K,United States
51,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
36,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,Asia
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,>50K,Asia
56,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,>50K,United States
38,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,United States
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,United States
39,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,United States
59,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
54,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,>50K,United States
54,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,>50K,United States
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,United States
59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,United States
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
57,Private,16,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,Europe
36,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,44,>50K,United States
44,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,United States
33,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
54,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,18,>50K,United States
55,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
36,Private,14,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,United States
49,Local-gov,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,>50K,United States
41,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
40,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,>50K,Asia
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
39,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,United States
48,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,United States
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,United States
39,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,United States
47,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K,United States
23,Private,12,Never-married,Adm-clerical,Own-child,White,Female,20,<=50K,United States
24,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,United States
77,Self-emp-not-inc,10,Widowed,Adm-clerical,Not-in-family,White,Female,1,<=50K,United States
47,Private,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,>50K,Latin America
48,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,United States
42,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
31,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,United States
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,Europe
50,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K,United States
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
49,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
48,State-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,46,>50K,United States
46,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
56,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,60,>50K,United States
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,United States
51,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K,United States
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,United States
46,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,United States
42,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,>50K,United States
23,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,United States
45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
30,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,United States
49,Private,12,Married-civ-spouse,Sales,Wife,White,Female,40,>50K,United States
57,Private,15,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
42,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,>50K,United States
43,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,United States
43,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,United States
42,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,United States
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,United States
40,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,>50K,United States
41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
49,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
31,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,Latin America
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
40,Federal-gov,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
50,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,>50K,United States
54,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,>50K,United States
49,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K,United States
44,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,>50K,United States
57,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
28,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,<=50K,United States
57,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
59,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,>50K,United States
38,Private,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,United States
36,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,>50K,United States
55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,United States
34,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,United States
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,United States
46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,>50K,United States
33,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,Europe
31,State-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,>50K,United States
31,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,>50K,United States
59,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,>50K,United States
48,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,United States
46,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,United States
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,United States
39,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,18,>50K,United States
44,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
42,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,United States
24,Self-emp-not-inc,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,United States
57,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
51,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,United States
52,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,Europe
44,Private,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,>50K,United States
47,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,United States
36,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,United States
34,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,>50K,United States
49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,United States
46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
53,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,>50K,United States
63,State-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
52,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,United States
37,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
44,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
53,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
32,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,United States
50,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,United States
42,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Other
50,Private,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
33,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,United States
50,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K,United States
32,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,>50K,United States
41,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
54,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,United States
34,Private,12,Married-civ-spouse,Sales,Husband,Black,Male,50,>50K,United States
41,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,United States
39,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
42,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
31,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,United States
45,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K,United States
41,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,42,>50K,United States
48,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,>50K,United States
32,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,>50K,United States
41,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K,United States
31,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,United States
30,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,>50K,Other
41,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,United States
48,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,United States
38,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65,>50K,United States
46,Private,3,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,<=50K,United States
28,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,United States
64,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,United States
42,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
43,Private,11,Married-civ-spouse,Tech-support,Wife,White,Female,32,>50K,United States
61,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,35,>50K,United States
48,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,Asia
46,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,United States
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
39,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
46,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,United States
48,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
27,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
22,Federal-gov,10,Married-civ-spouse,Sales,Husband,White,Male,37,<=50K,United States
48,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,United States
52,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
53,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,United States
51,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,United States
46,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,52,>50K,United States
25,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,36,>50K,United States
46,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,>50K,United States
57,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,30,>50K,United States
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,United States
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K,United States
42,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,United States
30,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,United States
54,State-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
46,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,United States
33,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,>50K,United States
38,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,United States
50,Private,14,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,United States
46,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,United States
41,Self-emp-not-inc,14,Married-civ-spouse,Sales,Wife,White,Female,35,>50K,United States
56,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,>50K,United States
